gene_id	n_variants	mean_fst	max_fst	fst_YRI_vs_CEU	fst_YRI_vs_CHB	fst_CEU_vs_CHB	in_sweep	n_conv_groups	max_h12
HERC2	304	0.285837	0.372043	0.372043	0.284388	0.310362	False	0	0.0
ZNF844	63	0.285819	0.540858	0.404618	0.540858	0.058927	False	0	0.0
INSL4	17	0.285622	0.338854	0.245466	0.338854	None	False	0	0.0
LOC105377713	4	0.285499	0.374561	0.202825	0.374561	None	False	0	0.0
RASIP1	37	0.285475	0.415621	0.334124	0.327929	0.415621	False	0	0.0
TTLL4	69	0.28533	0.579288	0.262786	0.579288	0.186736	False	0	0.0
C15orf48	10	0.285321	0.393772	0.382883	0.364631	0.0	False	0	0.0
GCK	18	0.285234	0.423668	0.423668	0.159694	None	False	0	0.0
ATP6V1E1	12	0.284909	0.494207	0.416057	0.494207	0.01021	False	0	0.0
USP37	42	0.284478	0.541636	0.41704	0.541636	0.049604	False	0	0.0
MTHFD2L	54	0.284462	0.518977	0.518977	0.381347	0.071823	False	0	0.0
TRPS1	44	0.283879	0.494637	0.494637	0.438493	0.041857	False	0	0.0
HADHB	26	0.283575	0.650973	0.068312	0.631325	0.650973	False	0	0.0
TRMT13	31	0.283505	0.539175	0.364342	0.539175	0.043369	False	0	0.0
NECAB2	62	0.283422	0.496429	0.496429	0.442063	0.056317	False	0	0.0
FSTL4	56	0.283284	0.481467	0.401716	0.481467	0.10263	False	0	0.0
PLCXD3	12	0.283094	0.283094	0.283094	None	None	False	0	0.0
OR52K2	37	0.282759	0.479872	0.479872	0.445643	0.010619	False	0	0.0
DDHD1	43	0.282621	0.522751	0.405167	0.522751	0.040316	False	0	0.0
LOC105376126	12	0.282492	0.560916	0.560916	0.289809	0.111168	False	0	0.0
ETV3	27	0.282446	0.51464	0.059492	0.51464	0.383369	False	0	0.0
TRAF3	83	0.282153	0.503405	0.500478	0.367169	0.039711	False	0	0.0
S100A2	7	0.282071	0.466852	None	0.466852	None	False	0	0.0
SLC35E1	11	0.281074	0.489111	0.455478	0.458369	0.002409	False	0	0.0
TOM1	38	0.281015	0.55146	0.387811	0.55146	0.047665	False	0	0.0
TSPO	28	0.280992	0.489142	0.116555	0.489142	0.455588	False	0	0.0
KIAA0319L	58	0.280982	0.534403	0.424809	0.110857	0.534403	False	0	0.0
NDUFA8	13	0.280568	0.528902	0.528902	None	0.303113	False	0	0.0
LOC102723568	5	0.280435	0.360615	0.360615	0.314678	None	False	0	0.0
TMEM121	17	0.280032	0.484908	0.438168	0.253001	0.222043	False	0	0.0
RAB5C	16	0.279852	0.469153	0.313515	0.469153	None	False	0	0.0
UBE2J1	16	0.27967	0.569644	0.569644	0.17794	0.208431	False	0	0.0
TEKTIP1	64	0.27965	0.54152	0.260298	0.54152	0.398542	False	0	0.0
SPATA20	77	0.279616	0.584133	0.309486	0.584133	0.127263	False	0	0.0
LOC102725101	15	0.279375	0.350045	0.24603	0.350045	None	False	0	0.0
SERPINB9-AS1	5	0.279332	0.327649	0.241135	0.327649	None	False	0	0.0
PPP2R5E	26	0.278936	0.50644	0.475558	0.50644	0.0	False	0	0.0
GTF2F2	13	0.278788	0.519144	0.21303	0.519144	None	False	0	0.0
NOVA1	16	0.278751	0.495456	0.495456	0.350183	0.060434	False	0	0.0
FOXD1	43	0.278727	0.443156	0.438119	0.443156	0.058389	False	0	0.0
SPINK4	10	0.278677	0.519579	0.519579	0.441672	0.001876	False	0	0.0
CD226	30	0.278632	0.523507	0.450556	0.523507	0.023922	False	0	0.0
CRYBB2P1	6	0.278547	0.501734	0.501734	0.469849	0.000691	False	0	0.0
DCDC2	34	0.278401	0.515811	0.413467	0.515811	0.066193	False	0	0.0
CES4A	42	0.278206	0.501828	0.501828	0.405788	0.053309	False	0	0.0
SIRT2	36	0.278115	0.514549	0.514549	0.440438	0.00625	False	0	0.0
LSAMP-AS1	6	0.27751	0.37769	0.37769	0.368059	0.0	False	0	0.0
IGHV3-36	9	0.277493	0.277493	0.277493	None	None	False	0	0.0
HERC1	220	0.277341	0.572126	0.058705	0.432587	0.572126	False	0	0.0
LRIT1	48	0.277228	0.506342	0.439031	0.506342	0.008159	False	0	0.0
KIF3A	11	0.277196	0.511654	0.416343	0.006725	0.511654	False	0	0.0
FAM25G	11	0.277132	0.308525	0.250547	0.308525	None	False	0	0.0
RNF8	16	0.276796	0.43171	0.43171	0.321235	0.196066	False	0	0.0
NDUFS5	11	0.276675	0.392003	0.371185	None	0.392003	False	0	0.0
HDAC3	11	0.276498	0.419438	0.190406	0.419438	None	False	0	0.0
TEN1	14	0.276339	0.475661	0.390959	0.453154	0.05571	False	0	0.0
KCTD19	40	0.276153	0.551131	0.43608	0.551131	0.033794	False	0	0.0
MXD1	11	0.276064	0.28296	0.280707	0.28296	None	False	0	0.0
GSTM3	18	0.275838	0.611895	0.181424	0.611895	0.315005	False	0	0.0
P2RX5	40	0.275784	0.58967	0.42902	0.58967	0.04691	False	0	0.0
CRIP2	28	0.275611	0.458367	0.458367	0.457967	0.0	False	0	0.0
HECTD2	25	0.275302	0.487557	0.456699	0.431142	0.00051	False	0	0.0
CD2	19	0.275299	0.51356	0.51356	0.307108	0.079761	False	0	0.0
PDCD6IPP2	7	0.275138	0.463968	0.463968	0.285089	None	False	0	0.0
LINC02598	5	0.274965	0.274965	None	0.274965	None	False	0	0.0
H1-10	15	0.27477	0.44311	0.44311	0.329626	None	False	0	0.0
CD300A	32	0.274464	0.505307	0.505307	0.425768	0.041988	False	0	0.0
DUSP18	38	0.274434	0.453823	0.432899	0.447956	0.032582	False	0	0.0
RNF141	9	0.274421	0.604066	0.346765	0.604066	0.108811	False	0	0.0
CTSO	19	0.274411	0.469883	0.452032	0.469883	0.0	False	0	0.0
TLE7	19	0.274368	0.604935	0.257709	0.604935	None	False	0	0.0
SLCO1B3-SLCO1B7	62	0.274277	0.506705	0.434844	0.294653	0.121296	False	0	0.0
DMRTC2	23	0.274257	0.446458	0.357659	0.284343	None	False	0	0.0
RSBN1L	32	0.273928	0.497917	0.226869	0.497917	0.14856	False	0	0.0
GORASP2	27	0.273901	0.385029	0.309923	0.385029	0.230432	False	0	0.0
PAX2	30	0.273666	0.537522	0.40572	0.537522	0.073271	False	0	0.0
LOC107985079	4	0.273624	0.302912	0.24527	0.302912	None	False	0	0.0
TRBV6-8	8	0.273545	0.27643	0.273472	0.27643	None	False	0	0.0
PIERCE2	10	0.273536	0.562393	0.395386	0.562393	0.068174	False	0	0.0
MEAF6	8	0.273502	0.418448	0.324435	0.418448	None	False	0	0.0
IRF7	40	0.273374	0.496198	0.171606	0.496198	0.174739	False	0	0.0
PSMA7	7	0.273324	0.489617	0.489617	0.444182	0.00216	False	0	0.0
MTOR	87	0.272995	0.52551	0.329703	0.52551	0.093515	False	0	0.0
LOC124901794	26	0.272921	0.562543	0.562543	0.060179	0.34489	False	0	0.0
ZNF267	29	0.272912	0.493117	0.442066	0.493117	0.005811	False	0	0.0
NSMCE3	18	0.272608	0.365105	0.36165	0.365105	None	False	0	0.0
ZBTB41	30	0.272494	0.453034	0.223125	0.453034	0.355683	False	0	0.0
C2CD5	40	0.272377	0.653028	0.077498	0.467286	0.653028	False	0	0.0
IVL	86	0.272105	0.537803	0.537803	0.061085	0.36604	False	0	0.0
CAPSL	28	0.27205	0.42858	0.094027	0.42858	0.245405	False	0	0.0
TLR1	82	0.271932	0.408469	0.408469	0.27703	0.320948	False	0	0.0
HECA	30	0.271926	0.645367	0.130179	0.645367	0.349083	False	0	0.0
COPS7A	16	0.271638	0.305428	0.204058	0.305428	None	False	0	0.0
LYN	14	0.271585	0.36807	0.36614	0.352131	None	False	0	0.0
IGFBP4	10	0.271579	0.519348	0.378105	0.426158	0.0	False	0	0.0
IPO13	35	0.271497	0.517909	0.517909	0.368134	0.055792	False	0	0.0
ACKR3	25	0.271382	0.635812	0.319625	0.635812	0.164276	False	0	0.0
RBBP4	13	0.271249	0.279703	0.279703	0.260951	None	False	0	0.0
LOC124902069	3	0.270922	0.344515	None	0.344515	0.197329	False	0	0.0
TANC2	132	0.270795	0.641419	0.246909	0.641419	0.205783	False	0	0.0
G6PC3	31	0.270745	0.418312	0.28422	0.391195	0.418312	False	0	0.0
SERPINC1	31	0.270616	0.515801	0.515801	0.145398	0.209597	False	0	0.0
TMEM131	98	0.270402	0.352269	0.103413	0.341905	0.289474	False	0	0.0
ISL2	22	0.26974	0.470471	0.37661	0.468816	0.014092	False	0	0.0
LARS2	59	0.269543	0.453948	0.444202	0.453948	0.026762	False	0	0.0
LOC124901430	3	0.269461	0.269461	0.269461	None	None	False	0	0.0
H2BC6	15	0.269235	0.594243	0.192557	0.594243	0.284124	False	0	0.0
LOC124903495	3	0.269227	0.269227	0.269227	None	None	False	0	0.0
NBPF7P	3	0.268978	0.268978	0.268978	None	None	False	0	0.0
WNT16	20	0.268842	0.592188	0.332949	0.592188	0.092765	False	0	0.0
RAD51AP2	106	0.268499	0.510333	0.242004	0.510333	0.170296	False	0	0.0
C16orf54	23	0.26825	0.26887	0.267011	0.26887	None	False	0	0.0
LCMT2	34	0.267966	0.552734	0.552734	0.134076	0.245009	False	0	0.0
SMCP	11	0.267942	0.508331	0.184889	0.269116	0.508331	False	0	0.0
H3-4	25	0.267793	0.487084	0.487084	0.244363	0.133818	False	0	0.0
RPS26	6	0.267608	0.486571	None	None	None	False	0	0.0
MTF2	17	0.267603	0.464601	0.408843	0.464601	0.017567	False	0	0.0
LIMCH1	110	0.267584	0.467042	0.419978	0.467042	0.092919	False	0	0.0
TRUB1	19	0.267422	0.656712	0.193275	0.656712	0.269779	False	0	0.0
ZNF23	42	0.267135	0.554904	0.126431	0.554904	0.269137	False	0	0.0
TRY-ATA1-1	8	0.267118	0.369664	0.347661	0.351146	0.0	False	0	0.0
C4BPB	20	0.267076	0.539768	0.332627	0.539768	0.146105	False	0	0.0
SLC8A1-AS1	5	0.267011	0.432945	0.432945	0.088824	None	False	0	0.0
CA4	34	0.266977	0.45522	0.451771	0.427895	0.0	False	0	0.0
ANGPTL8	25	0.266958	0.521303	0.521303	0.240427	0.1452	False	0	0.0
CYP3A5	39	0.266639	0.470334	0.470334	0.255397	0.17403	False	0	0.0
TBC1D15	45	0.266615	0.452889	0.452889	0.23377	0.330383	False	0	0.0
ZNF252P	7	0.266448	0.395421	0.395421	0.083334	None	False	0	0.0
FLT3LG	37	0.266375	0.49112	0.398209	0.49112	0.019038	False	0	0.0
ZCCHC14	88	0.266373	0.412692	0.372277	0.219772	0.249126	False	0	0.0
CDAN1	85	0.266312	0.49006	0.49006	0.414786	0.06408	False	0	0.0
NDUFAF3	9	0.266134	0.266134	0.266134	0.266134	None	False	0	0.0
LOC107984625	4	0.266051	0.47143	0.47143	0.367859	0.063731	False	0	0.0
EDDM3B	12	0.266003	0.414694	0.333532	0.268182	0.047604	False	0	0.0
HSPB11	31	0.265422	0.481971	0.410918	0.481971	0.007284	False	0	0.0
APBA2	73	0.265202	0.426128	0.426128	0.25993	0.193367	False	0	0.0
CAAP1	24	0.265016	0.639368	0.125156	0.394209	0.639368	False	0	0.0
ADAL	32	0.264987	0.528807	0.528807	0.171151	0.212936	False	0	0.0
LARGE2	84	0.264893	0.474996	0.474996	0.002132	0.465275	False	0	0.0
TMED4	7	0.264812	0.264812	None	None	None	False	0	0.0
USP3	107	0.264805	0.511187	0.05737	0.493856	0.511187	False	0	0.0
LOC102724948	5	0.264737	0.488094	0.276293	0.488094	None	False	0	0.0
RAI1	117	0.264605	0.448612	0.106793	0.317125	0.448612	False	0	0.0
LOC105371068	9	0.264201	0.432446	None	0.432446	0.095955	False	0	0.0
ERCC1	23	0.263958	0.449021	0.449021	0.245646	0.233056	False	0	0.0
ZG16	13	0.263928	0.454513	0.451659	0.402373	0.011094	False	0	0.0
LYST	228	0.263204	0.439657	0.143673	0.439657	0.255259	False	0	0.0
TRPV5	47	0.263094	0.499594	0.384883	0.499594	0.066639	False	0	0.0
GRTP1	47	0.262966	0.451253	0.444893	0.269676	0.112099	False	0	0.0
CST9	12	0.262741	0.436762	0.436762	0.405984	0.0	False	0	0.0
HROB	36	0.262295	0.465803	0.465803	0.093428	0.310813	False	0	0.0
NAGS	22	0.262262	0.605498	0.079273	0.605498	0.465907	False	0	0.0
MYLK	138	0.262063	0.452213	0.344494	0.226921	0.452213	False	0	0.0
ANKRD65	66	0.261878	0.482546	0.482546	0.4465	0.0	False	0	0.0
TAS2R50	21	0.261837	0.503493	0.191788	0.503493	0.175616	False	0	0.0
GMEB1	34	0.261595	0.482368	0.232387	0.482368	0.157019	False	0	0.0
TBC1D30	60	0.261576	0.443707	0.398616	0.443707	0.050373	False	0	0.0
LOC105370538	5	0.261268	0.52978	0.52978	0.201635	0.185666	False	0	0.0
SLC5A1	40	0.261215	0.641458	0.273239	0.641458	0.087957	False	0	0.0
PDIA3	29	0.261097	0.497108	0.497108	0.318716	0.046712	False	0	0.0
TNNI3K	61	0.261076	0.458588	0.354716	0.451144	0.021629	False	0	0.0
LINC00604	5	0.260899	0.49353	0.111459	0.49353	0.250544	False	0	0.0
SELP	73	0.26088	0.375037	0.30413	0.358648	0.244417	False	0	0.0
ADAM17	41	0.26084	0.524501	0.078361	0.524501	0.416463	False	0	0.0
ZNF408	36	0.260743	0.415881	0.310807	0.415881	0.261061	False	0	0.0
CPHXL	36	0.260014	0.462693	0.462693	0.028314	0.459687	False	0	0.0
OR51F1	37	0.260014	0.516993	0.2821	0.516993	0.137392	False	0	0.0
FAM230C	8	0.25989	0.538528	0.538528	0.362618	0.035049	False	0	0.0
ENPP1	41	0.259694	0.492665	0.427832	0.492665	0.016871	False	0	0.0
PTPN6	37	0.259617	0.453484	0.349195	0.453484	0.049089	False	0	0.0
TNFRSF6B	31	0.259601	0.652573	0.194369	0.652573	0.296106	False	0	0.0
SIX6	18	0.259527	0.511873	0.511873	0.219026	0.14539	False	0	0.0
EXD2	39	0.259484	0.516549	0.11115	0.516549	0.368019	False	0	0.0
AHCY	37	0.259326	0.448581	0.448581	0.376077	0.037725	False	0	0.0
ELAPOR1	74	0.259272	0.503852	0.258623	0.503852	0.12528	False	0	0.0
FAM110D	15	0.259056	0.451377	0.216295	0.451377	0.230987	False	0	0.0
KDELR2	14	0.259023	0.432325	0.04731	0.432325	0.300644	False	0	0.0
COLEC11	41	0.259002	0.451928	0.414733	0.451928	0.01989	False	0	0.0
HECTD4	141	0.258699	0.499543	0.28375	0.343277	0.499543	False	0	0.0
AAGAB	27	0.258513	0.509194	0.198484	0.509194	0.157612	False	0	0.0
FHOD1	72	0.258504	0.470188	0.435295	0.470188	0.017676	False	0	0.0
GEN1	93	0.258473	0.459529	0.177011	0.459529	0.237035	False	0	0.0
C6orf52	19	0.258346	0.458148	0.458148	0.379599	0.029789	False	0	0.0
ZNF789	63	0.258277	0.474945	0.474945	0.339251	0.072341	False	0	0.0
GHITM	14	0.258134	0.271561	0.23128	0.271561	None	False	0	0.0
KRT9	47	0.257947	0.537313	0.053212	0.537313	0.36385	False	0	0.0
ZSCAN25	38	0.257665	0.490962	0.490962	0.208103	0.21172	False	0	0.0
SERPINA5	44	0.257503	0.404445	0.380852	0.332074	0.130658	False	0	0.0
DUSP1	18	0.257447	0.397102	0.335317	0.397102	0.145326	False	0	0.0
ORC6	13	0.257432	0.416994	0.178667	0.416994	0.107818	False	0	0.0
DNAJC18	19	0.257245	0.526435	0.526435	0.116361	0.253353	False	0	0.0
AP4B1	41	0.257148	0.553014	0.301729	0.553014	0.100086	False	0	0.0
DRC3	58	0.257138	0.419896	0.044179	0.273656	0.419896	False	0	0.0
CCDC18-AS1	7	0.257032	0.419434	0.382852	0.419434	0.057382	False	0	0.0
TBX18	34	0.25701	0.561015	0.362808	0.25749	0.007061	False	0	0.0
POU2F2	57	0.25691	0.48949	0.449094	0.48949	0.019582	False	0	0.0
LOC101928263	6	0.25684	0.365336	0.091485	0.313699	None	False	0	0.0
PRSS33	19	0.256772	0.378757	0.321974	0.378757	0.132643	False	0	0.0
OR3A1	26	0.256731	0.593347	0.127063	0.593347	0.401358	False	0	0.0
FRRS1	34	0.256651	0.469462	0.469462	0.43808	0.0	False	0	0.0
FAM76B	23	0.256613	0.424173	0.295663	0.424173	None	False	0	0.0
ZNF704	29	0.256479	0.384284	0.204998	0.384284	0.142978	False	0	0.0
PACS2	72	0.256422	0.427235	0.422913	0.417517	0.011003	False	0	0.0
IQANK1	102	0.25638	0.365296	0.365296	0.299815	0.284856	False	0	0.0
LOC107985567	13	0.256297	0.417363	0.385094	0.417363	0.037033	False	0	0.0
OSR1	21	0.256259	0.505795	0.145251	0.505795	0.457787	False	0	0.0
LOC107987166	5	0.256081	0.328643	0.276113	0.163489	None	False	0	0.0
GID4	17	0.255991	0.432861	0.045136	0.276673	0.432861	False	0	0.0
GPRC5A	41	0.255874	0.514908	0.189937	0.514908	0.304283	False	0	0.0
CAND2	96	0.255704	0.403926	0.183988	0.403926	0.17934	False	0	0.0
CENPP	27	0.255497	0.516838	0.204661	0.516838	0.153189	False	0	0.0
LOC105372114	3	0.255373	0.26723	0.254503	0.244387	None	False	0	0.0
ATP6V0E1	6	0.255312	0.552971	0.552971	0.0	None	False	0	0.0
SPOCK1	14	0.25523	0.273653	0.255279	0.273653	None	False	0	0.0
LCT	84	0.25518	0.492986	0.492986	0.124922	0.25194	False	0	0.0
MUCL1	16	0.254777	0.499494	0.117597	0.499494	0.243575	False	0	0.0
ITM2C	31	0.254685	0.580004	0.119422	0.580004	0.319744	False	0	0.0
FBXL20	31	0.254608	0.527462	0.309204	0.329952	0.0	False	0	0.0
LGALS17A	5	0.254467	0.321403	0.226525	0.321403	None	False	0	0.0
SLC9A5	31	0.254454	0.474936	0.411839	0.474936	0.015754	False	0	0.0
PGR-AS1	6	0.254295	0.584366	0.020259	0.458403	0.584366	False	0	0.0
NUDT16	19	0.254181	0.258988	0.258237	0.245318	None	False	0	0.0
ATPSCKMT	30	0.254064	0.443489	0.201234	0.443489	0.394361	False	0	0.0
DDI2	14	0.254032	0.302912	None	0.302912	0.205151	False	0	0.0
SUPT20H	39	0.253926	0.446093	0.17934	0.446093	0.129172	False	0	0.0
CCDC127	20	0.253853	0.262666	0.238858	0.260034	None	False	0	0.0
AIP	32	0.253715	0.414936	0.405242	0.383594	0.064802	False	0	0.0
GFOD1	30	0.253582	0.470643	0.470643	0.337245	0.016463	False	0	0.0
DLX2	16	0.253567	0.511129	0.270129	0.511129	None	False	0	0.0
F2	29	0.253558	0.376619	0.376619	0.288181	0.238742	False	0	0.0
SLC22A12	48	0.253524	0.490107	0.490107	0.089405	0.300263	False	0	0.0
SEPTIN3	58	0.253434	0.511617	0.243789	0.511617	0.348706	False	0	0.0
ZNF425	37	0.253143	0.453188	0.234036	0.453188	0.108261	False	0	0.0
NLRP6	70	0.253038	0.376425	0.270232	0.343886	0.376425	False	0	0.0
BLZF1	28	0.252977	0.542793	0.108292	0.494632	0.542793	False	0	0.0
P2RY2	41	0.252969	0.460597	0.395198	0.460597	0.067344	False	0	0.0
NCKAP1	29	0.252927	0.53386	0.226851	0.53386	0.146953	False	0	0.0
NR5A2	45	0.25291	0.462659	0.182673	0.462659	0.242994	False	0	0.0
SPINK2	19	0.252854	0.489195	0.412843	0.341553	0.004668	False	0	0.0
STX2	51	0.25285	0.479628	0.254233	0.479628	0.109456	False	0	0.0
WDR20	43	0.252724	0.547302	0.367104	0.547302	0.048984	False	0	0.0
CARNS1	60	0.252493	0.469231	0.418061	0.292807	0.06748	False	0	0.0
TMEM19	20	0.252487	0.462134	0.07277	0.462134	0.424074	False	0	0.0
AFAP1L2	86	0.252357	0.508511	0.376699	0.508511	0.08486	False	0	0.0
NT5C1B	40	0.252352	0.448652	0.38916	0.420854	0.000979	False	0	0.0
GUSBP11	9	0.252313	0.385155	0.385155	0.054948	None	False	0	0.0
TYW3	11	0.252273	0.542886	0.114674	0.264398	0.542886	False	0	0.0
LBX2	20	0.252071	0.578886	0.027219	0.578886	0.563741	False	0	0.0
CCDC71	26	0.251971	0.36991	0.024746	0.36991	0.259373	False	0	0.0
NADK2	27	0.251917	0.380876	0.320469	0.112935	0.380876	False	0	0.0
LOC124902894	36	0.251777	0.504574	0.330182	0.210498	0.135866	False	0	0.0
LOC107985253	6	0.251776	0.440559	0.241766	0.440559	0.232763	False	0	0.0
TEX15	185	0.251741	0.496769	0.409454	0.496769	0.016	False	0	0.0
CYP1B1	36	0.251726	0.464556	0.220006	0.464556	0.159244	False	0	0.0
NDST3	119	0.251643	0.488013	0.403912	0.297152	0.045813	False	0	0.0
GDF5	24	0.251622	0.493336	0.43122	0.493336	0.020849	False	0	0.0
VDAC3	11	0.251577	0.522786	0.522786	0.441517	0.004688	False	0	0.0
MYLK3	40	0.251362	0.469409	0.357349	0.414715	0.0	False	0	0.0
LOC105373424	4	0.251326	0.504848	0.21822	0.504848	0.135783	False	0	0.0
RTTN	123	0.251317	0.447767	0.402126	0.447767	0.02206	False	0	0.0
TUBA3D	35	0.251282	0.463616	0.31151	0.463616	0.091095	False	0	0.0
IGKV1D-42	15	0.251134	0.368266	0.263614	0.368266	None	False	0	0.0
KRT40	52	0.250894	0.436563	0.436563	0.423976	0.000874	False	0	0.0
MTA1	56	0.250699	0.415974	0.31004	0.415974	0.21464	False	0	0.0
SLC9C2	58	0.250678	0.333985	0.280306	0.333985	0.301145	False	0	0.0
LOC124901676	6	0.250595	0.440101	0.045618	0.440101	0.406702	False	0	0.0
COX20	18	0.250584	0.302924	0.219692	0.302924	None	False	0	0.0
SPATA24	27	0.250533	0.513366	0.513366	0.145981	0.201095	False	0	0.0
LOC124905115	7	0.249977	0.333778	0.21648	0.199672	None	False	0	0.0
ESPN	133	0.249969	0.445211	0.435892	0.445211	0.004409	False	0	0.0
LRRC24	41	0.249968	0.459154	0.346364	0.355869	0.0	False	0	0.0
LOC105376087	8	0.249944	0.44785	0.44785	0.390432	0.0	False	0	0.0
SDHA	57	0.249943	0.411544	0.323733	0.411544	0.092041	False	0	0.0
SNHG17	14	0.249887	0.496106	0.411271	0.496106	0.026117	False	0	0.0
WDR90	201	0.24987	0.423288	0.371952	0.184508	0.423288	False	0	0.0
TMEM216	14	0.249764	0.512684	0.289512	0.512684	0.096397	False	0	0.0
NXNL2	21	0.249726	0.541463	0.218545	0.299741	0.541463	False	0	0.0
APPBP2	14	0.249592	0.423811	0.415624	0.423811	0.0	False	0	0.0
ATG10	36	0.249589	0.583824	0.218085	0.583824	0.177955	False	0	0.0
RNFT1	15	0.24952	0.437078	0.338066	0.199799	0.023135	False	0	0.0
THEMIS	49	0.249348	0.418969	0.091989	0.308747	0.418969	False	0	0.0
YWHAB	11	0.249309	0.440337	0.220579	0.440337	0.080254	False	0	0.0
MED9	10	0.249164	0.249164	0.249164	None	None	False	0	0.0
PPIL3	16	0.249073	0.463461	0.242711	0.463461	0.107519	False	0	0.0
NAA25	18	0.248965	0.438896	0.160917	0.390245	0.438896	False	0	0.0
LMLN	22	0.248954	0.502048	0.352949	0.502048	0.061746	False	0	0.0
IFIH1	68	0.248832	0.39717	0.388593	0.232406	0.22599	False	0	0.0
LOC105375535	9	0.248779	0.42394	0.42394	0.401365	0.002739	False	0	0.0
ARHGAP26	171	0.248778	0.392869	0.356439	0.182058	0.392869	False	0	0.0
RACGAP1	29	0.24875	0.25115	0.247336	0.247765	None	False	0	0.0
TSPYL1	21	0.248505	0.377047	0.168242	0.377047	0.189522	False	0	0.0
SREBF1	83	0.248425	0.386792	0.102573	0.325638	0.386792	False	0	0.0
ECM2	49	0.248373	0.483782	0.232135	0.483782	0.129739	False	0	0.0
TMEM150B	39	0.248335	0.575021	0.238186	0.575021	0.189588	False	0	0.0
KXD1	31	0.248312	0.45907	0.389236	0.45907	0.015457	False	0	0.0
TRGVA	16	0.248233	0.426374	0.357522	0.426374	0.078769	False	0	0.0
CUL5	27	0.248223	0.46887	0.150719	0.46887	None	False	0	0.0
PABPC4L	41	0.248129	0.632224	0.259957	0.191409	0.632224	False	0	0.0
MYEOV	40	0.248095	0.518865	0.518865	0.238518	0.107636	False	0	0.0
LINC01858	7	0.248038	0.248038	0.248038	None	None	False	0	0.0
LOC124904603	5	0.247842	0.247842	0.247842	0.247842	None	False	0	0.0
DNASE1L2	23	0.247708	0.417517	0.407634	0.41339	0.0	False	0	0.0
LRIG1	145	0.247356	0.367379	0.346687	0.367379	0.14157	False	0	0.0
SCGB1D2	13	0.247265	0.375083	0.098309	0.375083	0.288914	False	0	0.0
BRAF	35	0.247227	0.469138	0.469138	0.339924	0.077922	False	0	0.0
LOC124909483	28	0.247224	0.401094	0.171746	0.338923	0.401094	False	0	0.0
SYT11	14	0.247156	0.248744	0.243979	0.248744	None	False	0	0.0
BCL6	116	0.247066	0.49782	0.30242	0.49782	0.060289	False	0	0.0
LOC105374976	3	0.247006	0.362829	0.14693	0.362829	None	False	0	0.0
TRIM7	51	0.246974	0.451976	0.451976	0.295706	0.117933	False	0	0.0
SLC30A3	54	0.24679	0.418921	0.394965	0.418921	0.004351	False	0	0.0
TBC1D4	124	0.246751	0.408679	0.296542	0.408679	0.117761	False	0	0.0
MAPK15	84	0.246698	0.439122	0.439122	0.302626	0.120631	False	0	0.0
HYAL2	20	0.246556	0.382208	0.226506	0.205909	0.341089	False	0	0.0
PPIP5K1P1-CATSPER2	11	0.246546	0.463106	0.463106	0.339329	0.014418	False	0	0.0
ZNF365	17	0.246424	0.492471	0.443611	0.492471	0.0	False	0	0.0
RRP36	25	0.246405	0.481595	0.481595	0.385881	0.010211	False	0	0.0
KIF3C	36	0.246333	0.504068	0.093101	0.504068	0.348616	False	0	0.0
TMEM40	31	0.246287	0.318571	0.159319	0.318248	0.230695	False	0	0.0
FUT2	55	0.246248	0.471648	0.016676	0.466169	0.471648	False	0	0.0
KERA	22	0.24615	0.385193	0.375517	0.385193	0.071343	False	0	0.0
LOC124908044	34	0.246088	0.419535	0.094346	0.311442	0.148471	False	0	0.0
LINC01299	4	0.246033	0.375792	0.061965	0.375792	0.295507	False	0	0.0
ISM2	66	0.246031	0.547196	0.212886	0.547196	0.167364	False	0	0.0
CACNB1	42	0.245994	0.504461	0.241563	0.504461	0.117739	False	0	0.0
EPS8L3	46	0.245581	0.493069	0.306266	0.493069	0.113412	False	0	0.0
DNAJC6	45	0.245469	0.46083	0.46083	0.030339	0.400737	False	0	0.0
HEXA	24	0.245427	0.404551	0.404551	0.391519	0.02981	False	0	0.0
LOC105375878	7	0.245327	0.348494	0.293603	0.348494	None	False	0	0.0
FADS3	25	0.245326	0.46028	0.425393	0.46028	0.0	False	0	0.0
LOC124909439	14	0.245315	0.58415	0.030309	0.58415	0.474701	False	0	0.0
PAH	35	0.245131	0.5521	0.122896	0.5521	0.342579	False	0	0.0
HOXA1	25	0.245066	0.440811	0.213903	0.440811	0.086704	False	0	0.0
